,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결),PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배),PER,PBR,PCR,PSR,new_feature,매출채권회전률,종업원수증가율,총자산증가율,총자산회전율,영업년수,상장년수,CROE,영업투자현금비율,영업재무현금비율,부실판단,기업수명주기
164,(주)서울옥션,63170,2022,12.03,5.82,0.0,0.0,19.34,8.31,24.18,42.41,-30.22,-60.93,-71.69,-41.37,32.47,13.98,8.24,4.31,4.19,2.47,7.29,4.3,4.41,2.6,88.88,52.37,67.53,86.02,-2.16,-2.56,3.06,-0.3,0.0,30.33,3.39,88.62,17.76,0.0,0.0,3.32,3.65,6.67,18.39,2.16,3.26,3.31,1349.56,91,,,,3105,270,-1532,,434,64,67,179,21,36,64,36,1397,56,47,271,89,15,2,106,25956,2,0,57,37,61,19,31,40,30,47,4,5,62,14,217,116,326,-11,-14,-4,-14,5,0,0,1,6,1,1439,0,0,1,1,499,1,0,0,24,16,1,1,0,0,0,19265,,,,,10,39,3709,35,47,53,24,19265,6520,9013,1687,196,0,1850,,10,3709,35,,129.0,58.0,6.0,3.0,0.0,0.0,11.0,5.0,366776.0,9397.0,17.0,5.0,529.0,39.0,61.92982456140351,2526.5761355851723,-11528.699099105324,5689.749560440485,0.1852925492203269,23.51,33.02,12.02585302112251,0.2837120134901506,26.0,16.0,-0.1675355380985408,15.117693300859116,-1.1157754069020989,0.0,도입기
165,(주)서울제약,18680,2017,-19.86,-16.87,0.0,0.0,-15.89,-26.6,22.41,0.89,-10.55,0.0,0.0,0.0,50.58,-17.52,-31.06,-7.38,-7.55,-13.39,-16.14,-28.62,-8.57,-15.2,-151.16,-268.04,49.42,117.52,-15.04,-5.38,5.18,-0.23,0.0,0.0,-11.16,132.31,31.02,0.0,0.0,3.89,5.59,6.91,0.0,4.2,8.63,6.11,785.48,89,3.0,0.0,0.0,4061,-1338,-136,4259.0,-711,34,43,51,19,66,53,47,885,125,90,129,74,24,83,189,282,105,30,89,50,56,40,272,8,31,59,-3,-5,47,8,83,149,201,-5,-7,-2,-4,-3,0,0,1,9,1,11,33,1,2,4,99,5,81,24,3,118,1,1,1,0,0,7374,67.0,205.0,51.0,336.0,10,17,69,22,191,-91,-143,7374,-11087,14085,1764,0,0,2537,35.0,10,69,22,209.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,2.0,109380.0,-3429.0,-10.0,-2.0,-409.0,0.0,98.64864864864865,2473.2279718760624,-80723.317471915,2696.2267507395472,0.6809881319118148,3.08,4.5,-19.85605775964981,0.4845756424839351,39.0,24.0,-0.1593965516070044,-0.2116887605623264,0.1191458589792382,1.0,쇠퇴기
166,(주)서전기전,189860,2022,0.74,-2.64,0.0,193.97,-0.63,2.99,5.91,-8.56,-3.33,0.0,0.0,0.0,12.28,-5.74,-6.3,-5.67,-5.73,-6.28,-8.15,-8.95,-6.03,-6.61,-60.01,-65.84,87.72,105.74,-0.22,-0.41,0.42,0.01,0.01,0.0,-5.87,105.94,13.57,5.6,0.0,0.39,2.29,5.78,33.14,1.4,3.5,5.46,603.08,86,0.0,0.0,0.0,5228,-329,-394,3466.0,-300,39,19,63,32,61,67,33,703,92,88,127,103,0,395,87,315,0,125,50,46,96,4,32,8,13,20,-12,-13,57,6,38,62,95,-22,-55,-7,-7,-14,1,1,1,10,3,11,34,3,3,14,26,0,29,27,4,100,2,2,2,0,0,5737,46.0,0.0,0.0,0.0,11,21,1328,11,128,-28,-56,5737,-3023,7315,211,0,0,1234,36.0,11,1328,11,159.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,64452.0,-1676.0,-3.0,-7.0,-173.0,0.0,-18.08510638297872,1692.547615580436,-15091.303475738296,1138.1052371831386,0.1801386215560442,3.64,10.42,0.7440412179531162,0.9940264042920526,13.0,10.0,-0.0265279765884167,4.686240940408291,-0.8485866272898693,0.0,도입기
167,(주)성창오토텍,80470,2022,7.38,10.71,0.0,-2.09,3.8,11.3,23.24,6.55,27.81,54.86,-39.16,-6.41,12.71,3.76,1.4,6.12,5.81,2.16,14.72,5.52,6.47,2.4,190.54,64.24,87.29,96.24,-1.0,-0.34,0.31,0.46,0.0,49.37,2.63,97.25,15.02,0.0,0.0,0.31,3.82,16.12,15.21,0.79,3.95,4.18,1101.68,94,,,,25313,321,1788,,953,49,36,98,32,51,39,61,1202,128,97,103,66,13,128,1108,85,802,152,153,121,63,32,795,2,19,49,7,10,37,12,31,33,61,15,47,9,6,12,2,2,4,51,3,6,61,3,5,9,39,60,11,0,7,55,3,4,2,0,0,40582,,,,,33,92,190,22,69,31,6,40582,5099,27837,570,0,0,7076,,33,190,22,,20.0,13.0,2.0,1.0,11.0,7.0,1.0,0.0,57643.0,7011.0,7.0,23.0,960.0,8.0,14.384133611691023,1028.4535054444218,3853.067270446912,272.19267862576214,0.0898088755017023,6.63,3.27,7.376545505793078,1.4916564506964896,28.0,18.0,-0.0499809132224317,-1.2927979685638424,-71.76849362516288,0.0,성숙기
168,(주)세경하이테크,148150,2022,-20.32,-5.64,0.0,0.0,-3.83,-40.41,-22.68,10.42,-2.86,-53.9,-27.27,-33.56,22.74,3.07,6.34,3.63,3.4,7.02,4.82,9.98,3.55,7.33,135.75,279.24,77.26,96.93,3.14,0.72,0.6,2.35,0.0,-2.07,7.69,94.25,19.47,5.79,0.0,0.59,10.06,19.79,74.43,2.27,24.86,6.03,2837.74,94,,,,22118,1402,4018,,679,34,20,51,27,66,83,17,2938,79,77,239,192,83,165,34,201,401,82,20,17,95,3,13,20,4,5,4,11,81,29,36,54,77,138,560,23,18,5,1,1,2,44,4,20,18,3,3,16,22,46,30,498,10,37,2,2,2,0,0,96171,,,,,46,83,149,37,54,46,17,96171,16188,51686,1575,0,0,26722,,46,149,37,,27.0,10.0,2.0,1.0,0.0,0.0,6.0,2.0,136576.0,6121.0,11.0,4.0,519.0,22.0,11.074766355140186,801.6941326931969,2949.515458288261,535.7577531819292,0.5564913127071096,9.86,1.06,-20.31935017350744,1.248311185062006,18.0,5.0,-0.0575470782139869,32.07922263945372,-0.7452092254231183,0.0,쇠퇴기
169,(주)세림비앤지,340440,2022,4.41,0.88,0.0,0.0,2.15,6.24,4.92,11.67,10.17,28.11,0.0,0.0,17.91,5.13,4.19,6.41,6.01,4.9,9.72,7.94,6.23,5.09,96.55,78.84,82.09,94.87,0.41,-0.11,0.14,0.13,0.1,24.44,5.07,94.53,8.02,0.97,0.0,0.15,2.22,9.1,48.87,0.44,2.86,2.54,929.49,90,0.0,0.0,0.0,1851,79,150,1020.0,95,56,18,129,46,44,64,36,1029,69,65,174,143,13,210,42,215,346,98,57,51,98,6,16,24,20,31,10,40,58,9,48,38,84,11,21,4,4,36,1,1,2,19,3,15,24,2,3,12,31,20,50,0,6,64,3,3,1,0,0,8131,49.0,0.0,0.0,0.0,18,47,225,15,50,50,27,8131,2909,4030,76,0,0,1116,98.0,18,225,15,83.0,58.0,26.0,4.0,2.0,30.0,14.0,2.0,1.0,66389.0,3808.0,7.0,15.0,134.0,17.0,26.455696202531644,2030.1245438098929,13959.193105271072,1129.166678565501,0.1278577906160805,5.71,12.16,4.407786581056702,1.146987354592112,5.0,5.0,0.3162167049795867,-0.3768582059435272,-2.658397579400882,,성숙기
170,(주)세우글로벌,13000,2022,0.67,-0.27,0.0,0.0,-30.78,6.86,-4.34,1.75,-13.36,-40.39,-27.51,-21.83,13.96,5.55,5.42,4.66,3.13,3.06,3.43,3.36,3.39,3.31,10.86,10.62,86.04,94.45,2.87,4.57,-2.68,1.48,0.0,35.62,1.55,90.5,4.72,0.0,0.0,-2.82,0.44,10.83,0.0,-17.78,22.13,44.24,219.29,69,,,,978,53,99,,54,89,12,786,78,11,92,8,319,12,12,1104,976,155,58,13,86,60,68,9,9,13,0,0,81,0,0,311,999999999,63,2,153,25,169,53,9484,4,8,0,1,1,1,2,7,7,49,1,1,5,68,6,189,0,9,41,4,13,1,0,0,2988,,,,,6,136,33477,11,42,58,51,2988,2364,1257,-752,0,0,118,,6,33477,11,,64.0,26.0,2.0,1.0,29.0,12.0,3.0,1.0,40909.0,1701.0,6.0,0.0,59.0,24.0,35.65217391304348,1026.7181905628502,16523.26986595769,1677.622063301395,0.0832528113281678,8.9,-8.33,0.6736367004345342,0.5625685813833552,46.0,35.0,-0.0142549000813119,-0.2791887428135461,-219196.0,0.0,성숙기
171,(주)세운메디칼,100700,2022,6.22,-0.78,0.0,-0.91,-2.42,10.59,8.14,7.77,-3.94,-20.79,-15.27,-22.96,36.96,20.27,17.7,10.05,9.48,8.27,10.12,8.78,9.67,8.44,278.24,237.59,63.04,79.73,2.4,1.17,-1.17,1.17,0.31,21.94,7.73,78.51,30.3,0.0,0.0,-1.41,7.81,11.23,89.87,-8.62,3.43,3.87,2732.21,96,,,,1373,240,212,,278,69,20,224,55,31,94,6,2808,33,33,1368,1096,478,73,21,1058,176,7,6,5,27,1,1,64,1,1,340,999999999,92,28,145,69,217,206,1474,12,26,0,0,0,1,14,7,47,8,1,1,3,106,9,10,15,5,77,1,2,1,0,0,31903,,,,,24,86,424,53,47,53,33,31903,13629,15086,-700,0,0,3888,,24,424,53,,19.0,11.0,2.0,1.0,23.0,13.0,3.0,2.0,102159.0,12903.0,22.0,457.0,295.0,8.0,12.166666666666666,1022.9720312939093,13784.102305164137,2127.482788932718,0.1330288855037683,4.76,-7.91,6.216678474517027,0.4537795439990797,42.0,16.0,-0.0281302599948516,-0.4681099271785894,-3.767958536076261,0.0,성숙기
172,(주)세종메디칼,258830,2022,52.38,-33.58,0.0,0.0,122.69,-11.73,18.89,-51.71,7.01,0.0,0.0,0.0,50.91,-11.19,-572.7,-0.94,-1.57,-80.48,-4.4,-224.94,-2.78,-142.09,-37.7,-1928.94,49.09,111.19,-556.32,-24.07,24.56,0.49,1.61,0.0,-77.03,392.26,6.54,9.16,0.41,4.75,1.71,14.44,69.54,5.37,5.77,8.39,387.74,89,0.0,0.0,0.0,379,-2123,-10,614.0,-42,30,8,43,28,70,19,81,486,361,356,38,34,2,56,0,1137,262,5,418,417,100,1,0,-50,59,304,0,-22,15,4,278,434,370,0,0,0,2,0,0,0,0,3,0,82,4,0,0,5,74,21,17,11,9,41,0,1,0,0,0,-80129,41.0,0.0,0.0,0.0,-58,-585,-3440,-498,0,0,0,-80129,-91272,5436,3949,0,337,1422,-607.0,-58,-3440,-498,132.0,0.0,0.0,13.0,4.0,0.0,0.0,21.0,7.0,235453.0,-378.0,-2.0,0.0,-9.0,0.0,-1.34950541686293,5890.862243716598,-366390.7954116116,9768.143075653215,0.6210461094608102,8.87,4.76,51.39879724172987,0.1163745938728067,14.0,6.0,-2.118853246035572,0.0097852908486906,-0.0179577272341775,0.0,도입기
173,(주)세진티에스,67770,2019,-1.74,-20.94,0.0,0.0,-12.35,4.93,-12.26,-4.6,1.49,0.0,0.0,0.0,18.61,-1.19,-9.94,0.33,-0.61,-5.11,-0.66,-5.49,-0.64,-5.39,-6.01,-50.22,81.39,101.19,-7.34,1.65,-1.66,0.22,0.0,0.0,-5.96,108.22,25.39,0.0,0.0,-1.48,6.47,16.7,237.18,-12.17,3.76,7.52,800.14,86,,,,2526,-254,148,,-30,66,4,191,63,34,92,8,893,38,37,965,927,141,267,4,239,445,112,9,7,35,2,3,59,2,3,-7,999999999,82,8,124,71,187,42,144,4,7,0,1,1,1,5,7,18,20,1,1,19,20,31,75,276,8,48,1,2,1,0,0,5642,,,,,14,62,378,27,107,-7,-37,5642,-1809,6048,-352,215,0,1541,,14,378,27,,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,23549.0,104.0,1.0,50.0,12.0,227.0,-10.115511551155116,686.5354061727306,20679.618337325603,1213.2345128442146,0.2198652106474241,7.57,4.76,-1.7357472398855476,0.5183687081360128,28.0,20.0,0.0038356456912443,2.017896115941277,-3.6007956830577377,1.0,쇠퇴기
174,(주)세토피아,222810,2018,162.96,-1.16,0.0,-2.66,149.61,186.33,-39.29,105.94,-10.76,0.0,0.0,0.0,32.49,-37.31,-88.93,-13.92,-14.57,-34.72,-32.71,-77.95,-21.63,-51.56,-281.73,-671.46,67.51,137.31,-54.5,-31.76,10.7,0.0,0.23,0.0,-30.54,175.96,25.95,0.0,0.4,5.03,2.2,10.19,20.94,7.53,7.5,12.68,1036.99,99,0.0,0.0,0.0,834,-785,-233,1233.0,-311,40,2,66,39,60,41,59,1043,146,144,68,67,42,549,0,107,604,513,142,140,100,1,0,-19,44,107,-3,-8,41,10,99,157,219,-8,-11,-5,-18,-3,0,1,1,8,1,5,73,1,1,27,14,28,548,0,4,87,1,2,0,0,0,-2509,61.0,0.0,0.0,0.0,-5,-29,-2539,-19,0,0,0,-2509,-12216,7342,1423,210,114,623,-21.0,-5,-2539,-19,121.0,0.0,0.0,12.0,2.0,0.0,0.0,17.0,2.0,98513.0,-4341.0,-33.0,-3.0,-272.0,0.0,-7.070063694267516,5318.969392130881,-29286.53132385302,8169.580360501679,0.6980872282830303,4.22,0.0,162.9629623713326,0.2693998993150777,9.0,9.0,-0.3391492476257711,0.1298070085986531,-0.0867115812103759,1.0,도입기
175,(주)세화피앤씨,252500,2022,-0.91,-7.1,0.0,0.0,-2.01,-0.5,-0.25,2.56,-4.39,-84.83,-72.87,-66.11,53.65,2.18,3.48,2.31,2.02,3.23,2.25,3.6,2.04,3.27,19.89,31.82,46.35,97.82,1.88,1.77,-0.31,0.75,7.3,14.12,2.94,96.03,23.34,1.9,0.0,-0.32,2.88,11.47,138.3,-2.79,0.0,0.0,795.32,89,10.0,1.0,31.0,914,32,48,875.0,20,73,18,270,60,27,91,9,895,30,30,858,703,59,80,20,286,154,28,10,9,0,0,0,65,0,0,999999999,999999999,81,8,79,29,106,117,0,10,11,0,1,1,1,9,9,22,17,1,2,7,52,14,18,60,7,50,3,4,1,0,0,11175,94.0,0.0,0.0,0.0,27,117,770,29,78,22,12,11175,1537,8684,-118,0,0,1072,121.0,27,770,29,92.0,68.0,30.0,2.0,1.0,45.0,20.0,2.0,1.0,51065.0,1897.0,5.0,0.0,46.0,27.0,40.0,1429.6604654005318,26718.06375395217,1400.4310058825797,0.5147758074239809,7.35,-7.07,-0.9110248883367916,0.9312839657019706,8.0,8.0,-0.1108672862924974,-0.6435977195290101,-3.1938434442773214,0.0,성숙기
176,(주)센코,347000,2022,4.75,61.23,0.0,0.0,28.86,-8.27,5.97,3.83,47.89,4.45,-63.44,-45.91,32.02,6.76,2.08,3.82,3.67,1.13,6.43,2.32,4.04,1.24,66.83,23.75,67.98,93.24,-3.06,-2.8,3.2,0.09,0.0,43.71,2.87,96.45,14.93,6.3,0.0,3.19,2.53,13.04,49.86,4.06,6.05,6.16,940.87,90,,,,4621,119,324,,312,57,23,132,44,43,57,43,1041,76,69,152,117,73,82,67,568,327,14,76,66,98,10,30,19,30,54,2,2,51,10,112,72,164,5,8,2,4,2,1,1,1,10,1,32,12,1,1,4,87,16,8,20,6,63,1,2,1,0,0,9957,,,,,13,55,1537,24,61,39,9,9957,1507,6110,1304,0,0,1035,,13,1537,24,,97.0,59.0,4.0,2.0,52.0,31.0,4.0,3.0,98831.0,3901.0,11.0,3.0,442.0,25.0,65.05102040816327,2583.368731123139,39344.95295310899,2758.933232958856,0.1887892367461451,5.82,10.11,4.754070147097675,0.5314027137935969,20.0,4.0,-0.0587482555270467,-0.3151449758882022,-3.123086948406413,0.0,성숙기
177,(주)셀레믹스,331920,2022,-17.42,9.71,0.0,0.0,67.91,-32.02,103.95,-20.51,7.97,0.0,0.0,0.0,27.76,-65.69,-54.95,-20.43,-23.35,-19.54,-27.32,-22.86,-25.31,-21.18,-140.47,-117.51,72.24,165.69,10.73,7.61,-7.61,1.0,2.85,0.0,-22.24,149.23,39.66,0.0,0.0,-4.57,6.15,32.56,0.0,-18.62,4.36,3.73,355.39,84,0.0,0.0,0.0,1069,-588,-508,2260.0,-702,70,9,237,64,30,84,16,455,36,34,590,538,85,65,11,170,746,38,19,14,30,5,8,58,6,7,-106,999999999,65,4,221,60,215,-101,-297,-17,-42,0,0,0,0,2,2,19,19,0,0,8,43,80,9,0,9,41,2,5,0,0,0,1150,71.0,22.0,20.0,274.0,5,64,72,13,502,-402,-417,1150,-4797,5767,-664,0,0,894,14.0,5,72,13,81.0,0.0,0.0,7.0,3.0,0.0,0.0,15.0,5.0,46337.0,-4840.0,-55.0,-90.0,-593.0,0.0,-9.863945578231291,2547.283866173084,-11411.41593248784,5424.720344050938,0.9345229775894895,8.99,12.5,-17.42278327990697,0.3929931748200442,14.0,4.0,-0.0299418649249655,-4.643167734528682,8.72269437501708,1.0,쇠퇴기
178,(주)셀루메드,49180,2015,16.47,6.73,0.0,0.0,26.86,5.86,-17.41,-4.95,-14.49,0.0,0.0,0.0,26.36,-40.47,-67.57,-9.4,-9.42,-15.72,-16.83,-25.94,-10.05,-16.78,-9.61,-15.2,73.64,140.47,-27.11,-15.12,15.67,-0.04,0.75,0.0,-12.08,165.15,15.06,0.0,0.0,9.31,12.09,11.73,58.7,8.28,11.25,13.21,-45.03,-54,,,,586,-77,-153,,-237,45,36,82,29,55,50,50,55,109,105,94,60,13,102,0,950,247,11,99,95,0,4,0,-3,30,60,-3,-3,-44,0,202,228,421,-13,-21,-6,-30,-3,0,0,0,0,1,12,30,0,1,1,303,3,10,3,1,294,0,2,0,0,0,-1613,,,,,-2,-19,-68,-9,0,0,0,-1613,-11981,4495,2779,0,0,3607,,-2,-68,-9,,0.0,0.0,10.0,3.0,0.0,0.0,13.0,5.0,140764.0,-2154.0,-13.0,-1.0,-71.0,0.0,-56.57142857142857,2977.4865254166134,-26610.5154855734,6930.240871864037,0.663612015945964,1.24,-3.9,16.47261227075786,0.216224605602033,39.0,22.0,0.0488992377660612,0.341396851970267,-0.212987997413712,1.0,도입기
179,(주)셀리드,299660,2021,17.93,2.02,0.0,0.0,2.81,60.37,0.0,-18.05,0.0,0.0,0.0,0.0,0.0,-1431.2,-1437.76,-22.46,-24.17,-24.28,-30.24,-30.38,-34.73,-34.89,-267.85,-269.08,0.0,1531.2,-6.56,-1.37,-42.12,0.0,0.11,0.0,-24.99,760.14,29.39,0.0,0.0,-2.54,15.2,16.03,18.3,-3.55,3.39,6.74,696.63,87,0.0,0.0,0.0,94,-1346,-845,3988.0,-1340,36,0,56,36,64,67,33,797,97,66,1127,1127,282,0,0,0,0,0,50,5,0,46,93,33,27,41,-24,999999999,58,7,1858,4063,4714,-31,-38,-10,-658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6698,64.0,317.0,66.0,844.0,-12,-31,-147,-737,0,0,0,-6698,-13071,4424,-383,44,0,2288,-97.0,-12,-147,-737,69.0,0.0,0.0,39.0,8.0,0.0,0.0,1675.0,345.0,488417.0,-10723.0,-1180.0,-20.0,-1104.0,0.0,-36.47845468053492,12326.99950490924,-58224.05113561518,525581.6273618373,15.311964368803563,0.0,46.81,17.927914487345532,0.0156050196031094,18.0,5.0,-0.2200963346162718,0.8089742860503033,-0.4085746305206445,1.0,도입기
180,(주)셀리버리,268600,2020,96.11,33.36,0.0,0.0,134.88,92.7,0.0,40.72,-63.27,0.0,0.0,0.0,-95.0,-2312.53,-2264.83,-37.79,-38.55,-37.75,-53.63,-52.53,-39.53,-38.72,-433.98,-425.03,195.0,2412.53,-42.66,-42.63,55.24,1.04,1.62,0.0,-36.83,1502.45,48.63,797.51,0.0,2.19,5.41,35.29,77.08,3.27,3.63,7.2,812.75,79,0.0,0.0,0.0,95,-2141,-1999,4700.0,-2187,90,0,933,90,10,63,37,913,15,10,4333,4333,2273,0,0,0,0,0,58,3,2,54,39,88,35,55,-23,-42,56,8,5451,548,7648,-63,-66,-23,-1817,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,0,0,0,0,0,-7066,107.0,0.0,0.0,0.0,-12,-444,-678,-928,0,0,0,-7066,-17937,9345,421,67,0,1039,-81.0,-12,-678,-928,87.0,0.0,0.0,54.0,10.0,0.0,0.0,2683.0,489.0,1532842.0,-16573.0,-2176.0,-22.0,-2058.0,0.0,-87.90284913591779,41237.82164932173,-98359.30655324504,2078926.058040398,22.175385682002908,9.67,-2.25,96.10945603723496,0.0125846432363456,10.0,6.0,0.0974788295115111,8.451696336920367,-0.3542268368381794,1.0,도입기
181,(주)셀바스에이아이,108860,2020,-2.75,-10.83,0.0,29.11,-1.43,-4.47,-7.53,17.9,-1.77,0.0,0.0,0.0,0.0,-4.4,12.31,-1.41,-1.65,4.61,-3.28,12.3,-2.02,5.65,-13.87,37.01,0.0,104.4,16.39,-2.96,2.91,-0.38,0.24,-2.67,5.71,90.3,40.3,0.0,0.0,2.61,9.35,13.88,38.58,2.19,4.25,3.94,225.51,1,,,,1577,185,22,,-69,43,12,75,38,57,54,46,325,106,76,172,152,56,129,28,3731,562,3,85,46,44,39,118,18,32,59,-1,5,42,3,115,152,223,6,8,3,7,-2,0,0,1,3,1,219,2,1,1,7,49,26,28,21,7,56,1,1,0,0,0,24251,,,,,26,101,3359,70,65,35,18,24251,4172,15643,1014,0,0,3631,,26,3359,70,,36.0,18.0,2.0,1.0,0.0,0.0,7.0,4.0,70991.0,-1590.0,-12.0,-3.0,-72.0,0.0,21.796875,1244.2051574067134,124758.6606750047,1768.7582010395406,1.195852580398857,6.54,5.8,-2.7512763197713337,0.380040943920021,25.0,15.0,0.2867278027542983,-0.201511455415211,-0.105286245064317,1.0,성숙기
182,(주)셀바스헬스케어,208370,2018,-24.57,-5.26,0.0,0.0,-22.03,-28.25,16.18,-47.49,-32.29,-8363.75,0.0,0.0,18.63,-65.81,-99.83,-27.41,-27.47,-41.67,-62.14,-94.26,-27.83,-42.22,-193.8,-293.99,81.37,165.81,-29.52,-4.03,3.97,2.08,4.84,0.0,-40.01,190.56,29.02,0.0,0.0,1.98,6.56,14.65,35.02,2.97,3.78,3.67,110.35,48,,,,1455,-1523,-501,,-958,39,52,63,19,61,35,65,208,173,117,81,39,7,66,0,552,144,12,183,135,72,48,0,-9,53,149,-16,-23,19,1,96,144,202,-21,-26,-14,-28,-17,0,0,1,3,1,18,20,1,2,3,142,7,7,13,3,142,1,1,1,0,0,-4001,,,,,-10,-22,-225,-20,0,0,0,-4001,-19090,11658,796,0,0,2636,,-10,-225,-20,,0.0,0.0,14.0,4.0,0.0,0.0,7.0,2.0,62928.0,-7173.0,-38.0,-9.0,-521.0,0.0,-2.0654265554842848,3098.6472865648084,-6560.871828342467,2259.7894265671466,0.6660508383153454,2.57,-3.9,-24.5679944043116,0.4853842072644751,10.0,10.0,-0.9018188448034684,10.856281713904384,-1.2126530048952775,1.0,도입기
