,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결),PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배),PER,PBR,PCR,PSR,new_feature,매출채권회전률,종업원수증가율,총자산증가율,총자산회전율,영업년수,상장년수,CROE,영업투자현금비율,영업재무현금비율,부실판단,기업수명주기
722,옵티시스(주),109080,2022,12.96,16.36,0.0,0.0,17.14,11.81,56.15,14.22,18.78,82.29,27.53,27.53,47.48,26.95,25.76,15.26,14.46,13.82,16.15,15.43,15.96,15.25,274.52,262.35,52.52,73.05,4.22,4.05,-1.35,1.57,0.64,17.37,13.09,70.89,30.39,0.0,0.0,-1.78,2.66,12.12,144.07,-6.92,2.31,2.38,1872.67,103,34.0,2.0,13.0,5093,1519,818,8789.0,1373,78,20,350,62,22,90,10,1813,25,24,884,710,243,55,22,411,766,13,11,10,83,1,2,69,3,4,176,999999999,93,19,146,41,178,74,219,7,15,0,1,1,1,10,5,24,15,1,1,4,90,42,5,64,6,60,2,5,1,0,0,15927,67.0,0.0,0.0,0.0,28,271,797,55,42,58,46,15927,8948,6621,-387,0,0,579,161.0,28,797,55,99.0,16.0,7.0,2.0,1.0,25.0,12.0,4.0,2.0,56280.0,8315.0,29.0,189.0,1475.0,7.0,7.768268597761685,1301.6825097070127,14427.743698459792,2316.859226157982,0.2052521881243093,6.06,-4.81,12.95502923482444,0.5057493537251756,25.0,13.0,0.016135539503307,-0.6466952589792909,-5.443938572591036,0.0,성숙기
723,와이더블유(주),51390,2016,4.04,-47.04,0.0,4.87,-33.77,74.9,108.46,0.79,162.43,152.79,0.0,0.0,24.35,13.44,8.72,4.34,4.28,2.77,5.72,3.71,5.4,3.51,69.9,45.36,75.65,86.56,-2.16,-1.68,1.68,0.16,0.13,22.69,3.31,89.02,8.86,0.0,0.0,1.84,3.18,26.66,66.05,2.12,2.96,2.93,1233.25,100,,,,2600,256,-421,,349,58,2,141,58,42,74,26,1228,56,44,1047,1031,57,90,2,248,91,36,36,8,21,28,39,53,20,27,7,8,74,12,147,167,254,-20,-26,-5,-17,8,0,0,0,5,1,62,6,1,1,47,8,49,1185,0,31,12,1,9,1,0,0,6988,,,,,7,306,2770,24,34,66,37,6988,3331,2393,496,25,0,858,,7,2770,24,,20.0,12.0,1.0,0.0,0.0,0.0,2.0,1.0,67082.0,5112.0,17.0,9.0,450.0,13.0,16.304347826086957,733.0091447628752,-10678.93127001549,1730.9466290206092,0.0975024472585867,31.43,-46.43,4.037162026054131,0.3119198679462529,29.0,23.0,0.0519757455095725,-1.5482452734463978,2.254865823758292,1.0,쇠퇴기
724,와이엠티(주),251370,2022,0.67,15.52,0.0,227.66,22.11,-16.56,-0.69,10.5,3.98,-80.64,-100.54,-102.48,23.8,2.55,1.99,1.88,1.35,1.05,2.29,-0.04,1.53,1.19,42.66,-0.67,76.2,97.45,0.07,0.12,0.98,1.04,3.58,24.09,1.57,97.54,15.59,3.55,0.0,0.94,5.82,15.88,58.62,1.26,4.28,3.72,1433.36,90,,,,8003,-3,827,,204,46,17,85,38,54,61,39,1533,89,79,144,120,67,117,54,657,197,18,64,52,86,12,50,14,25,40,1,4,58,18,96,93,165,19,30,7,14,3,1,1,1,17,1,37,10,1,1,7,53,11,26,126,5,68,1,1,1,0,0,33779,,,,,14,36,121,26,63,37,8,33779,3421,21171,1278,0,0,7908,,14,121,26,,0.0,0.0,5.0,2.0,39.0,19.0,5.0,2.0,271161.0,-2427.0,-3.0,-1.0,-149.0,0.0,-51.291512915129154,1498.1667583023586,16808.915792517404,1736.8151251610875,0.1786469122760834,5.41,10.4,0.6726515898505058,0.5266664612178025,25.0,7.0,-0.0912174696609623,-0.4409590644100584,13.982924417616404,0.0,성장기
725,와토스코리아(주),79000,2022,5.46,-21.18,0.0,-4.51,-14.6,12.66,3.81,5.28,-2.58,-66.21,273.72,282.36,25.83,0.7,27.23,3.01,0.17,6.58,0.18,6.99,0.18,6.89,3.8,147.56,74.17,99.3,33.77,10.59,-11.65,0.18,0.04,21.02,3.77,74.78,28.82,0.0,0.0,-11.4,6.4,10.4,9.62,-48.13,3.17,3.1,2064.22,95,40.0,2.0,27.0,2710,738,433,10585.0,19,79,6,367,74,21,94,6,2164,23,22,1836,1732,118,82,6,2097,102,4,6,5,5,2,2,74,1,1,7,999999999,90,21,315,99,406,65,487,4,16,0,0,0,0,5,4,69,5,0,0,5,68,7,24,0,6,61,1,2,0,0,0,11477,55.0,0.0,0.0,0.0,14,105,898,59,50,50,46,11477,6726,5748,-2274,0,0,1276,109.0,14,898,59,105.0,14.0,7.0,1.0,0.0,23.0,11.0,4.0,2.0,34568.0,1413.0,7.0,68.0,196.0,24.0,7.168021680216802,488.916286525739,12217.92481972883,1952.1222641112563,0.2512939703521175,6.01,-0.94,5.458588838678677,0.2355961239456777,27.0,19.0,0.0507385908058251,-0.564980044199624,-2.1314912843290226,0.0,성숙기
726,우림피티에스(주),101170,2022,2.79,-2.48,0.0,-0.48,0.61,5.01,-24.76,5.1,12.85,165.32,44.66,56.8,19.68,7.87,7.46,6.2,5.73,5.42,6.4,6.06,5.96,5.64,79.71,75.47,80.32,92.13,1.06,-0.19,-0.64,-0.16,0.0,16.51,4.96,91.26,12.9,1.22,0.0,-0.68,5.4,12.71,220.56,-4.46,0.0,0.0,1198.52,94,,,,5061,385,135,,399,51,22,102,39,49,91,9,1277,55,54,545,424,99,197,27,887,599,22,10,10,0,0,1,41,0,0,999999999,999999999,85,12,69,69,134,40,0,4,5,0,1,1,1,10,7,21,17,1,2,6,66,22,101,8,4,86,1,2,1,0,0,17534,,,,,18,46,161,26,48,52,29,17534,6101,8368,-439,0,0,3503,,18,161,26,,33.0,10.0,2.0,1.0,91.0,28.0,2.0,1.0,69874.0,8891.0,13.0,0.0,659.0,8.0,15.05181347150259,910.153944762225,43029.2693390329,1148.0274346283013,0.1176738161989417,4.23,-0.87,2.7885915714988587,0.7175336738313851,24.0,15.0,0.0168859191093707,-0.202490882612033,-1.3791653110789974,0.0,성숙기
727,우진비앤지(주),18620,2017,4.29,20.24,0.0,0.0,19.95,-26.92,20.68,4.07,-5.37,0.0,0.0,-1861.15,22.15,-14.89,-18.27,-5.71,-5.75,-7.06,-15.12,-18.55,-7.15,-8.77,-60.12,-73.78,77.85,114.89,-4.06,-2.34,4.65,-0.6,1.21,0.0,-5.26,118.46,20.31,8.63,0.0,3.83,5.36,6.45,31.97,2.9,3.55,3.65,284.39,74,0.0,0.0,0.0,1913,-364,-128,1842.0,-285,23,62,31,9,77,38,62,384,202,129,57,22,1,51,0,188,105,27,163,107,64,56,0,-17,51,133,-3,-3,28,3,73,186,259,2,2,1,3,-3,0,0,1,4,1,12,31,1,3,3,129,5,7,406,5,77,1,1,1,0,0,4002,46.0,360.0,73.0,493.0,7,9,45,17,142,-42,-105,4002,-4345,5663,1068,121,0,1496,33.0,7,45,17,123.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,2.0,89708.0,-1919.0,-8.0,-2.0,-160.0,0.0,-13.5989010989011,2576.332826720807,-38546.73040369018,2588.212790229233,0.3704259431584805,4.77,16.04,4.286298754486947,0.3782049906715918,39.0,16.0,-0.1934685766171757,0.1806610527921253,-0.3265327457505781,1.0,도입기
728,원텍(주),336570,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.89,32.83,16.44,36.6,36.26,18.15,46.89,23.48,37.8,18.93,304.29,152.36,40.11,67.17,-10.99,0.04,0.16,0.19,12.45,24.73,18.34,78.53,12.65,0.0,0.0,0.21,2.61,26.23,52.93,0.8,7.22,7.22,548.94,81,,,,927,158,168,,304,86,35,592,56,14,77,23,649,19,17,541,352,54,35,43,320,104,11,29,20,11,9,10,70,7,9,69,134,65,5,77,13,87,88,277,20,18,199,1,1,1,9,5,34,11,1,2,4,99,11,6,31,11,34,8,12,1,0,0,28799,,,,,39,409,4862,35,29,71,47,28799,17798,8234,134,936,0,1697,,39,4862,35,,36.0,15.0,8.0,4.0,31.0,14.0,6.0,3.0,407689.0,28117.0,35.0,75.0,320.0,15.0,29.775641025641026,7158.3039085391765,27631.8409711816,5010.752050697311,0.263123079759575,10.63,0.0,,1.104599830246204,5.0,5.0,,-2.188200698972416,-3.644723967770348,,성숙기
729,원풍물산(주),8290,2014,3.09,-3.08,0.0,0.0,-4.63,9.34,9.99,7.36,0.38,-40.35,0.0,5.92,60.89,2.45,0.04,2.15,2.08,0.03,5.14,0.69,2.34,0.04,7.15,0.98,39.11,97.55,-2.67,-2.63,2.46,-0.02,0.99,0.0,2.12,100.21,4.67,0.0,0.0,2.43,2.17,25.18,291.74,3.52,5.17,5.17,43.67,10,,,,1426,5,-32,,35,59,70,142,18,41,41,59,144,100,77,127,38,0,37,328,153,42,24,142,112,74,31,101,13,41,100,1,1,12,0,67,51,107,-5,-7,-3,-3,1,1,1,2,3,1,9,41,1,5,2,171,2,25,67,6,63,2,3,1,0,0,5090,,,,,9,31,1872,11,44,56,0,5090,-106,2262,1179,712,0,1050,,9,1872,11,,454.0,124.0,4.0,1.0,0.0,0.0,2.0,1.0,86609.0,2371.0,5.0,2.0,71.0,37.0,271.42857142857144,2701.770662586258,-60161.622500155376,1332.5034232560165,0.5802000848278244,5.76,2.33,3.086836274218124,0.8369781865315111,52.0,27.0,0.0080237689041853,1.7495868898696991,-0.6372964801744639,1.0,도입기
730,웰바이오텍(주),10600,2018,27.76,-65.32,0.0,0.0,-3.8,56.01,-29.18,193.26,4.45,0.0,0.0,0.0,4.55,-11.43,-22.06,-8.26,-8.53,-16.46,-16.37,-31.09,-11.45,-22.09,-64.75,-119.26,95.45,111.43,-8.14,-3.84,3.84,-0.77,0.0,0.0,-13.59,114.93,11.49,0.0,0.0,3.17,1.55,15.79,208.16,5.98,12.79,8.31,304.07,75,,,,4848,-780,-608,,-554,64,23,181,49,36,69,31,404,52,51,209,160,54,100,45,337,306,30,45,45,100,1,1,34,22,32,-3,-4,52,3,79,55,110,-19,-27,-6,-9,-3,1,1,1,6,2,14,27,1,2,4,100,10,18,9,6,66,2,7,1,0,0,1162,,,,,1,22,24,2,886,-786,-1403,1162,-14467,10293,2839,1157,0,1387,,1,24,2,,0.0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,151401.0,896.0,3.0,0.0,59.0,169.0,-7.070422535211268,2428.418484695927,-20004.10987790397,2509.542490410693,0.1018413711499033,5.54,20.59,27.75797407698382,0.6651123043688104,49.0,27.0,-0.0278388604665906,0.5888105768766235,-0.2644136285564608,1.0,도입기
731,웰킵스하이텍(주),43590,2015,-3.64,-8.78,0.0,0.0,-8.94,2.05,-11.38,-10.11,-8.0,0.0,0.0,0.0,7.68,-4.49,-6.05,-3.54,-3.82,-5.15,-7.36,-9.91,-3.82,-5.15,-39.98,-53.86,92.32,104.49,-2.65,-2.76,0.57,-2.18,0.01,0.0,-4.66,106.86,10.11,0.0,0.0,0.51,7.43,17.17,181.02,1.01,2.3,2.42,419.76,80,,,,4454,-271,224,,-200,51,26,105,38,49,50,50,514,97,89,113,84,30,104,225,178,249,58,99,90,0,9,79,6,34,68,-5,-11,41,4,58,59,115,4,6,2,2,-8,1,1,2,9,2,11,33,2,2,6,60,16,21,19,6,59,2,2,1,1,0,7495,,,,,11,24,78,13,87,13,-47,7495,-4131,6510,331,0,0,4784,,11,78,13,,0.0,0.0,2.0,1.0,26.0,12.0,2.0,1.0,58793.0,2025.0,4.0,4.0,156.0,29.0,-12.92134831460674,1341.54203511837,15387.64514477767,774.6558848154924,0.1242961444843328,6.21,-11.38,-3.63689024611377,0.868093841925397,50.0,23.0,-0.0114804334127856,-0.6659124151295669,6.350250334432858,1.0,성장기
732,웹케시(주),53580,2022,-5.28,0.08,0.0,37.99,7.61,-29.12,0.0,3.83,7.29,10.3,-22.41,-77.25,0.0,23.44,13.13,15.85,15.55,8.7,20.37,11.41,33.12,18.55,298.82,167.33,0.0,76.56,-6.81,-4.8,-0.36,0.0,2.25,29.43,8.46,81.62,22.09,2.15,2.4,-0.44,5.59,22.06,27.81,-1.01,2.39,2.96,1508.37,103,0.0,0.0,0.0,6373,852,623,6832.0,1494,26,0,36,26,74,80,20,1495,92,86,180,180,103,0,0,0,0,0,25,18,37,7,47,12,3,3,254,999999999,81,15,46,104,65,63,481,13,19,0,1,1,1,13,3,0,0,2,2,0,0,0,0,0,25,15,1,11,1,0,0,36151,60.0,0.0,0.0,0.0,28,449,1494,41,44,56,32,36151,14611,15982,-318,101,1734,4041,135.0,28,1494,41,267.0,35.0,16.0,4.0,2.0,47.0,22.0,5.0,2.0,183879.0,24639.0,28.0,304.0,1787.0,7.0,17.018779342723004,1940.2541711797585,23283.783632678733,2275.048464988748,0.7655735480232164,24.95,6.37,-5.27711847067184,0.6815954625649921,25.0,5.0,-0.0646687859217001,-3.048132329289465,-3.690426143763879,0.0,성숙기
733,위즈코프(주),38620,2022,1.38,-4.62,0.0,0.0,3.15,-2.08,-0.06,3.7,16.17,78.2,0.0,-85.95,20.52,3.51,6.31,2.23,1.66,2.99,1.88,3.7,1.72,3.1,4.45,8.75,79.48,96.68,8.75,-0.36,-1.2,0.0,0.01,17.92,2.42,88.95,8.68,0.0,0.0,-1.21,2.5,18.9,165.41,-5.03,0.0,0.17,148.86,31,,,,619,45,15,,22,33,2,48,32,67,90,10,236,75,68,2651,2602,1981,94,2,165,94,57,12,1,0,10,29,31,0,0,5931,999999999,57,1,70,141,201,15,0,2,3,0,0,0,1,1,4,129,3,1,1,79,5,87,1041,3875,87,4,1,1,1,0,0,9105,,,,,10,17,18086,22,39,61,29,9105,5053,3532,-494,535,0,1016,,10,18086,22,,90.0,27.0,2.0,1.0,100.0,30.0,4.0,1.0,33880.0,2051.0,5.0,8405.0,31.0,17.0,27.27586206896552,671.7077789327178,52343.2472733673,1277.1953503548714,0.1670148700411834,86.68,0.0,1.3847083915270384,0.4709370981784361,29.0,24.0,0.1297530759223248,-0.3119384781073928,0.1793396236677741,0.0,성장기
734,윙입푸드홀딩스,900340,2022,5.56,20.47,0.0,0.0,18.89,-4.52,37.75,7.29,9.88,-3.28,-13.94,-13.94,33.91,12.65,9.7,10.73,10.57,8.11,13.13,10.07,13.21,10.12,45.05,34.53,66.09,87.35,-1.17,0.03,-0.12,-0.04,9.15,15.5,8.0,88.56,2.8,0.0,0.0,-0.14,3.5,9.48,20.1,-0.53,0.49,0.57,259.85,72,,,,3514,341,293,,444,51,9,106,47,49,81,19,360,60,54,518,471,409,65,11,71,1101,92,23,12,26,11,21,42,11,13,198,999999999,59,3,65,55,113,54,96,10,12,0,1,1,1,4,4,14,27,2,2,20,18,270,24,259,23,16,2,2,1,0,0,26962,,,,,13,33,77,16,16,84,61,26962,19345,4186,-207,0,0,5239,,13,77,16,,,,,,,,,,,,,,,,2964.170762043153,288.2365336515606,3450.6547469578177,287.3899218226466,0.2410964966154575,22.76,,5.560902272531004,0.814022119383515,9.0,6.0,-0.0351410399132173,-0.5625030770615591,2.159910931571408,0.0,성장기
735,유아이엘(주),49520,2020,0.59,-9.75,0.0,0.0,-6.29,7.49,11.16,-11.02,-26.35,-243.48,-228.35,-240.81,0.77,-4.23,-3.63,-5.65,-5.99,-5.15,-7.94,-6.65,-6.17,-5.3,-114.14,-95.41,99.23,104.23,0.21,0.42,-0.21,-0.26,0.0,0.0,-5.45,103.71,10.76,0.0,0.0,-0.2,4.22,15.06,90.1,-1.23,0.52,1.02,1298.18,99,,,,13810,-507,-247,,-584,53,16,114,45,47,71,29,1350,66,61,231,193,98,176,29,135,215,130,41,33,100,9,20,30,9,12,-132,999999999,68,13,36,34,68,15,51,4,3,0,1,1,2,27,6,14,26,3,3,17,21,21,147,403,10,35,3,4,2,0,0,35086,,,,,16,44,161,12,97,3,-31,35086,-12075,34164,-640,0,0,13389,,16,161,12,,17.0,11.0,1.0,1.0,26.0,17.0,2.0,1.0,65115.0,-9339.0,-19.0,-363.0,-429.0,0.0,12.548076923076923,565.9317907865537,-15877.275523744422,283.4923589460968,0.1131436054214923,10.44,-46.44,0.5859820104748446,1.4137651419703607,42.0,23.0,-0.1169398334126697,2.0764646511892204,-0.4192545863960624,1.0,도입기
736,유엔젤(주),72130,2022,-1.12,3.27,0.0,0.0,11.96,-7.3,16.5,3.0,1.22,-73.13,-84.97,-89.17,49.74,2.82,7.35,2.12,1.38,3.6,1.6,4.16,1.89,4.92,12.82,33.45,50.26,97.18,4.31,0.94,-1.26,-0.2,0.49,-3.11,2.98,93.5,48.87,0.0,0.0,-1.23,4.45,21.08,211.91,-4.52,3.92,2.82,828.36,111,,,,2277,185,-185,,64,64,2,175,62,36,88,12,815,41,40,745,730,159,500,2,385,0,130,13,10,67,4,6,55,3,4,11,999999999,90,8,134,70,144,-2,-8,0,-1,0,0,1,1,5,4,42,9,1,1,43,8,0,43,0,9,39,1,5,1,0,0,18299,,,,,30,410,41189,61,82,18,12,18299,2141,15038,-379,0,0,1368,,30,41189,61,,100.0,46.0,2.0,1.0,0.0,0.0,3.0,1.0,33637.0,1936.0,7.0,25.0,147.0,17.0,47.77777777777778,738.5230987072564,-16240.2201027446,1321.9652112040435,0.4629012924850488,9.34,2.55,-1.1229412654350104,0.492348652731781,25.0,21.0,-0.2917296847033843,-0.7355378934904694,1.0238763080643245,0.0,쇠퇴기
737,이노시스(주),56090,2017,19.52,17.31,0.0,0.0,74.75,-2.96,6.44,-8.08,13.74,0.0,0.0,0.0,31.31,-40.17,-49.23,-6.84,-7.35,-9.01,-9.42,-11.55,-7.54,-9.24,-139.01,-170.38,68.69,140.17,-7.35,-7.52,-2.07,-9.55,1.81,0.0,-9.39,145.1,33.12,0.0,0.52,-1.35,8.28,10.17,34.75,-1.72,0.57,0.96,1364.04,97,,,,1731,-864,-201,,-695,58,29,136,41,42,69,31,1412,62,45,853,609,212,40,32,366,59,11,46,10,7,36,48,51,21,31,-56,999999999,66,14,348,198,574,-10,-15,-3,-19,0,0,0,0,3,1,13,27,0,0,1,348,2,7,5,2,150,1,1,0,0,0,2094,,,,,3,13,72,16,322,-222,-313,2094,-6318,6732,-275,165,105,1683,,3,72,16,,0.0,0.0,2.0,1.0,0.0,0.0,10.0,6.0,103970.0,-2485.0,-20.0,-26.0,-324.0,0.0,-18.16860465116279,1769.9675310950902,-62356.04232881139,7228.510165518777,0.6209273877294061,2.43,17.43,19.52411388532516,0.16810890606714,27.0,9.0,-0.0814104441434837,0.1621150173604719,-0.0966599075059801,1.0,도입기
738,이엠코리아(주),95190,2022,-4.81,-7.68,0.0,0.0,-11.29,10.14,24.61,-9.45,-2.55,0.0,0.0,0.0,6.41,-2.39,-9.9,-1.09,-1.29,-5.32,-2.7,-11.17,-1.36,-5.63,-10.73,-44.41,93.59,102.39,-7.5,-1.68,1.68,0.01,0.0,0.0,-4.42,109.79,23.23,0.0,0.0,1.51,7.16,9.74,73.14,1.72,3.07,3.11,277.83,74,,,,2243,-222,-138,,-54,35,44,54,19,65,46,54,378,140,101,98,55,19,46,0,145,448,32,115,77,61,39,0,-1,37,79,-1,-5,34,3,61,125,173,2,3,1,2,-1,1,1,1,4,1,11,32,2,3,4,93,39,11,7,9,42,1,1,1,1,0,24366,,,,,14,24,111,26,101,-1,-39,24366,-9451,24629,1602,0,0,7592,,14,111,26,,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,160615.0,8965.0,10.0,7.0,211.0,18.0,-21.11888111888112,1598.6203731330324,-21881.31025412797,1346.1383595495272,0.0767289983659864,8.75,1.48,-4.808947523472354,0.5512626507106755,21.0,17.0,-0.0769354276900974,5.583650903590706,-2.1123423988797283,0.0,도입기
739,이오플로우(주),294090,2022,142.98,49.76,0.0,0.0,93.65,176.58,70.72,440.26,867.57,0.0,0.0,0.0,-7.23,-510.97,-466.58,-31.07,-31.9,-29.13,-58.27,-52.57,-40.45,-36.93,-1630.25,-1460.73,107.23,610.97,44.39,60.72,14.5,79.05,5.38,0.0,-28.22,289.85,22.31,0.0,0.0,2.04,6.45,25.74,36.27,2.0,3.85,4.26,3153.36,98,,,,223,-1025,-726,,-1141,68,2,210,66,32,65,35,3253,50,43,266,260,34,63,4,296,277,21,54,39,73,15,23,42,32,49,-18,-31,63,32,1046,556,1776,-42,-47,-15,-338,-35,0,0,0,3,0,21,17,0,0,4,98,25,6,18,9,39,0,0,0,0,0,-16585,,,,,-11,-116,-230,-247,0,0,0,-16585,-31298,10659,973,0,0,3081,,-11,-230,-247,,0.0,0.0,15.0,4.0,0.0,0.0,227.0,54.0,492126.0,-19923.0,-300.0,-11.0,-663.0,0.0,-16.304347826086957,4604.094161453233,-20822.92987322256,67764.04557866007,3.2921801363542404,9.34,4.63,142.9776553276725,0.0440581735488397,13.0,4.0,0.8387383100011547,0.1748318689457845,-0.1414615979966809,1.0,도입기
740,이원다이애그노믹스(주),245620,2020,66.29,14.34,0.0,0.0,28.82,107.32,-10.71,77.51,63.15,0.0,0.0,0.0,22.88,-5.52,-10.19,-3.65,-3.98,-7.35,-8.67,-19.0,-5.16,-9.53,-129.19,-262.95,77.12,105.52,-3.31,-2.9,2.0,-0.14,0.85,0.0,-5.91,108.59,10.09,0.0,0.0,1.79,3.97,22.38,20.48,2.66,4.16,5.55,1664.39,89,,,,2558,-266,-152,,-141,60,4,147,57,40,44,56,1631,93,84,114,110,73,609,29,122,718,499,129,119,91,10,57,7,34,78,-2,-3,45,17,76,62,135,-8,-14,-5,-8,-3,1,1,2,23,1,6,66,1,1,25,15,30,150,0,5,81,2,9,1,0,0,8546,,,,,5,74,81,9,122,-22,-110,8546,-8172,10426,1847,345,0,4101,,5,81,9,,0.0,0.0,16.0,4.0,0.0,0.0,16.0,4.0,402068.0,-4895.0,-10.0,-3.0,-135.0,0.0,-33.92857142857143,5823.029425557513,-74161.45159518193,4405.475667602311,0.4204701348578121,4.51,15.73,66.29127349835842,0.5772823679052315,11.0,6.0,0.013166625496581,0.3752031270976889,-0.0870958083614133,1.0,도입기
